"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20060041649","55631","6707"
"T20060041700","45133","9058"
"T20060041715","38056","9026"
"T20060041762","22","9260"
"T20060041783","41936","5772"
"T20060041793","51340","104082"
"T20060041821","50545","7779"
"T20060041890","40525","5639"
"T20060041900","69036","103969"
"T20060041921","36019","9067"
"T20060041940","46819","9477"
"T20060041999","35346","9475"
"T20060042031","48950","5233"
"T20060042119","53325","1202"
"T20060042170","37894","9038"
"T20060042459","42661","6121"
"T20060042525","49826","7675"
"T20060042733","38578","9431"
"T20060042790","15202","3087"
"T20060042810","51348","4021"
"T20060042825","46197","6203"
"T20060042837","53325","1202"
"T20060042911","17632","3139"
"T20060042925","41802","5805"
"T20060042985","37597","9494"
"T20060043047","29710","6284"
"T20060043070","10929","6548"
"T20060043133","45650","9020"
"T20060043137","53276","8832"
"T20060043205","16807","7981"
"T20060043207","49729","7629"
"T20060043218","622","5688"
"T20060043225","39191","5166"
"T20060043276","44366","9584"
"T20060043308","48839","8868"
"T20060043360","883","8959"
"T20060043395","54453","9413"
"T20060043423","42200","6180"
"T20060043431","40857","8957"
"T20060043431","40857","100282"
"T20060043525","52239","1230"
"T20060043684","29364","9206"
"T20060043700","207203","5949"
"T20060043776","29425","9391"
"T20060043778","50848","3021"
"T20060043787","35315","6359"
"T20060043844","56018","1304"
"T20060043920","1323","8758"
"T20060043942","40643","5421"
"T20060044016","43973","6806"
"T20060044025","612","5538"
"T20060044046","49991","103577"
"T20060044046","49991","103809"
"T20060044177","55646","100822"
"T20060044270","44245","8587"
"T20060044399","53127","1191"
"T20060044456","68135","5700"
"T20060044510","45879","5938"
"T20060044636","41804","5892"
"T20060044655","41148","9566"
"T20060044659","37962","9010"
"T20060044713","36291","9323"
"T20060044716","35526","5413"
"T20060044781","50015","7724"
"T20060044794","43220","6474"
"T20060044813","587","5653"
"T20060044838","37704","5525"
"T20060044938","59561","3208"
"T20060044939","40093","9514"
"T20060044965","56283","8549"
"T20060044974","49903","101785"
"T20060044978","57354","8693"
"T20060044979","29435","8803"
"T20060045053","29755","8683"
"T20060045059","70548","6330"
"T20060045145","55700","5397"
"T20060045191","55701","105393"
"T20060045208","72236","1155"
"T20060045214","10893","7594"
"T20060045329","47812","5850"
"T20060045354","35861","5563"
"T20060045360","59756","4174"
"T20060045389","57305","4159"
"T20060045550","47518","100903"
"T20060045551","43643","6466"
"T20060045590","35407","9499"
"T20060045733","14250","5488"
"T20060045742","52665","2141"
"T20060045797","43220","6474"
"T20060045812","42815","6381"
"T20060045843","45825","100829"
"T20060045999","52871","2321"
"T20060046027","41812","5690"
"T20060046075","29746","6456"
"T20060046131","55732","103490"
"T20060046183","55876","5837"
"T20060046184","42197","6153"
"T20060046247","36079","100804"
"T20060046345","36606","102727"
"T20060046420","211064","5930"
"T20060046425","46126","5534"
"T20060046454","43152","6282"
"T20060046503","47870","100447"
"T20060046548","45825","100829"
"T20060046566","60860","2327"
"T20060046574","39558","5308"
"T20060046584","41520","101232"
"T20060046593","35889","104576"
"T20060046605","36221","9233"
"T20060046626","45344","9059"
"T20060046691","54191","9407"
"T20060046698","35642","6766"
"T20060046715","53401","2254"
"T20060046739","35785","7781"
"T20060046771","29396","9329"
"T20060046866","208158","5763"
"T20060047119","45344","9059"
"T20060047135","39742","5368"
"T20060047224","36123","105642"
"T20060047237","42197","6153"
"T20060047478","22","9260"
"T20060047485","29416","9375"
"T20060047496","46195","5891"
"T20060047505","38578","9431"
"T20060047573","35620","6351"
"T20060047718","35936","9064"
"T20060047771","42460","6194"
"T20060047804","29746","6456"
"T20060047849","46208","9077"
"T20060047899","52871","2321"
"T20060047944","37911","9160"
"T20060047961","46460","102347"
"T20060047977","56099","100368"
"T20060048037","43107","6412"
"T20060048097","16803","7976"
"T20060048138","29387","9395"
"T20060048155","38313","5102"
"T20060048194","36152","106118"
"T20060048216","795","6010"
"T20060048257","35341","106066"
"T20060048274","39504","5334"
"T20060048376","29559","5298"
"T20060048429","35620","6351"
"T20060048448","37235","9084"
"T20060048465","343","5266"
"T20060048468","57654","6692"
"T20060048523","37496","5124"
"T20060048546","36221","9233"
"T20060048552","210093","6511"
"T20070000188","795","6010"
"T20070000258","39752","101848"
"T20070000364","50852","3022"
"T20070000437","37788","5457"
"T20070000449","57539","5760"
"T20070000509","44601","8816"
"T20070000529","39455","5331"
"T20070000539","50166","7793"
"T20070000553","39557","5303"
"T20070000625","37235","9084"
"T20070000636","29386","9210"
"T20070000669","37592","9490"
"T20070000719","35634","6511"
"T20070000783","35408","9510"
"T20070000838","56000","9345"
"T20070000851","49134","5147"
"T20070000868","43628","6457"
"T20070000880","56001","101103"
"T20070000910","49982","103466"
"T20070000941","19446","4193"
"T20070000971","38572","8805"
"T20070000973","50760","105831"
"T20070001043","56387","7915"
"T20070001067","37269","101938"
"T20070001084","36606","102727"
"T20070001149","55791","6194"
"T20070001181","56097","6824"
"T20070001251","42750","6234"
"T20070001284","35308","1001"
"T20070001284","35308","9286"
"T20070001412","46543","1004"
"T20070001509","39553","5284"
"T20070001569","45461","9142"
"T20070001598","66274","104098"
"T20070001616","207302","2034"
"T20070001675","47157","101752"
"T20070001687","35824","106096"
"T20070001712","29387","9395"
"T20070001823","587","5653"
"T20070001931","49791","7662"
"T20070001945","39227","5296"
"T20070001958","49818","7673"
"T20070001989","56013","5125"
"T20070002133","35315","6359"
"T20070002191","36210","9279"
"T20070002240","47518","100903"
"T20070002250","42815","6381"
"T20070002328","56172","104058"
"T20070002359","17722","3090"
"T20070002363","29386","9210"
"T20070002374","10381","1002"
"T20070002436","51496","4144"
"T20070002443","40894","5517"
"T20070002575","40564","5424"
"T20070002618","1246","9121"
"T20070002720","169","9305"
"T20070002722","929","6605"
"T20070002723","57489","5419"
"T20070002739","44636","8979"
"T20070002779","36321","6197"
"T20070002784","43096","6203"
"T20070002803","56295","102752"
"T20070002812","37713","9451"
"T20070002916","37235","9084"
"T20070002975","37587","9463"
"T20070003013","42474","6050"
"T20070003015","49152","5928"
"T20070003032","1323","8758"
"T20070003055","35407","9499"
"T20070003086","29755","8683"
"T20070003102","41244","8885"
"T20070003161","40500","5518"
"T20070003162","52837","105592"
"T20070003175","45938","9328"
"T20070003300","35620","6351"
"T20070003325","46695","6038"
"T20070003366","1177","6547"
"T20070003398","40816","5411"
"T20070003406","528","8905"
"T20070003431","35638","102085"
"T20070003433","29416","9375"
"T20070003444","1246","9121"
"T20070003476","40918","5536"
"T20070003494","29744","6761"
"T20070003540","29591","9544"
"T20070003558","35546","5754"
"T20070003558","35546","101261"
"T20070003580","56309","9269"
"T20070003593","50099","7755"
"T20070003638","383","5502"
"T20070003692","29396","9329"
"T20070003710","1246","9121"
"T20070003817","43879","6601"
"T20070003821","48928","105995"
"T20070003862","57530","5678"
"T20070003896","242","9424"
"T20070003935","35642","6766"
"T20070004088","29491","9007"
"T20070004112","29813","9115"
"T20070004174","50218","7814"
"T20070004195","478","5254"
"T20070004219","50057","7738"
"T20070004233","2802","101246"
"T20070004265","54453","9413"
"T20070004267","35379","7770"
"T20070004299","49974","7711"
"T20070004300","478","5254"
"T20070004302","41770","5998"
"T20070004338","45344","9059"
"T20070004358","41264","5890"
"T20070004475","57661","7784"
"T20070004481","32079","106094"
"T20070004553","29832","9142"
"T20070004574","15406","7725"
"T20070004625","29900","8768"
"T20070004653","32079","106094"
"T20070004663","478","5254"
"T20070004698","50148","102387"
"T20070004702","39715","5163"
"T20070004707","54488","2257"
"T20070004710","35784","7781"
"T20070004756","222082","4082"
"T20070004799","56175","2318"
"T20070004813","29877","6511"
"T20070004819","830","6238"
"T20070004878","41819","5907"
"T20070004881","29551","106070"
"T20070004936","43486","100387"
"T20070004963","49662","7602"
"T20070004967","41941","5696"
"T20070004999","41762","5995"
"T20070005022","39504","5334"
"T20070005054","36220","9200"
"T20070005057","42828","8978"
"T20070005095","46695","6038"
"T20070005140","50099","7755"
"T20070005164","43152","6282"
"T20070005175","36206","9245"
"T20070005180","54800","9162"
"T20070005192","56311","102252"
"T20070005222","41965","5792"
"T20070005257","29609","5412"
"T20070005282","29813","9115"
"T20070005300","49290","2254"
"T20070005356","36782","6448"
"T20070005383","29387","9395"
"T20070005403","49451","4299"
"T20070005416","29743","6777"
"T20070005472","323","104099"
"T20070005482","83","9299"
"T20070005513","57521","5623"
"T20070005660","56339","102199"
"T20070005705","43935","106073"
"T20070005728","44382","9567"
"T20070005741","209440","5570"
"T20070005754","37600","9505"
"T20070005811","56564","103084"
"T20070005853","42467","6083"
"T20070005866","208133","1006"
"T20070005877","37691","100905"
"T20070005963","19446","4193"
"T20070005975","222082","4082"
"T20070006005","35642","6766"
"T20070006032","42451","6033"
"T20070006081","376","102938"
"T20070006089","56036","6617"
"T20070006274","40914","5669"
"T20070006311","210332","8991"
"T20070006325","40934","5466"
"T20070006419","42788","6260"
"T20070006434","40175","5566"
"T20070006526","35993","9163"
"T20070006565","43242","6488"
"T20070006587","41666","5908"
"T20070006592","55241","7617"
"T20070006620","44001","6792"
"T20070006676","53184","1001"
"T20070006676","53184","9291"
"T20070006691","43981","6782"
"T20070006721","35841","2258"
"T20070006912","45885","6181"
"T20070006922","37362","8797"
"T20070006953","29619","5485"
"T20070006955","44601","8816"
"T20070006977","41001","5629"
"T20070007024","36210","9279"
"T20070007025","39578","5306"
"T20070007031","53067","101407"
"T20070007095","71201","6495"
"T20070007101","22622","101189"
"T20070007109","41559","5857"
"T20070007191","44465","7774"
"T20070007245","793","1000"
"T20070007245","793","6086"
"T20070007263","42043","6051"
"T20070007269","56060","8990"
"T20070007276","371","9470"
"T20070007313","222123","1027"
"T20070007362","40724","5402"
"T20070007365","29364","9206"
"T20070007380","39553","5284"
"T20070007436","49240","2313"
"T20070007442","54453","9413"
"T20070007499","44601","8816"
"T20070007517","40838","5584"
"T20070007524","41786","5956"
"T20070007566","793","1000"
"T20070007566","793","6086"
"T20070007581","50655","7978"
"T20070007642","39737","101501"
"T20070007705","41745","5988"
"T20070007792","52060","1120"
"T20070007940","56063","104733"
"T20070008072","795","6010"
"T20070008105","40857","8957"
"T20070008105","40857","100282"
"T20070008130","50217","7816"
"T20070008142","56378","104632"
"T20070008172","37590","9484"
"T20070008189","1246","9121"
"T20070008206","35465","5322"
"T20070008332","36693","9262"
"T20070008457","37235","9084"
"T20070008483","35465","5322"
"T20070008546","66274","104098"
"T20070008565","32496","101811"
"T20070008637","56074","6454"
"T20070008709","43160","6307"
"T20070008751","37753","8679"
"T20070008786","56077","7724"
"T20070008828","54721","8000"
"T20070008841","40612","5543"
"T20070008867","36693","9262"
"T20070008922","38993","5200"
"T20070009000","56087","1160"
"T20070009018","10381","1002"
"T20070009032","39759","5199"
"T20070009088","29877","6511"
"T20070009149","29746","6456"
"T20070009161","35368","100860"
"T20070009289","49680","7608"
"T20070009371","37712","9449"
"T20070009394","35465","5322"
"T20070009421","51145","3172"
"T20070009526","41822","101114"
"T20070009560","22","9260"
"T20070009577","36138","6291"
"T20070009582","36321","6197"
"T20070009620","119","9473"
"T20070009714","43419","6631"
"T20070009753","35314","6894"
"T20070009888","35992","102956"
"T20070010072","29395","8853"
"T20070010106","43081","6236"
"T20070010129","70797","6394"
"T20070010133","10381","1002"
"T20070010180","41018","5521"
"T20070010181","40315","5487"
"T20070010204","36210","9279"
"T20070010242","44220","8618"
"T20070010304","53513","1232"
"T20070010353","43854","6565"
"T20070010493","46695","6038"
"T20070010665","540","1019"
"T20070010667","56120","101859"
"T20070010674","37161","9372"
"T20070010676","37894","9038"
"T20070010769","42802","6237"
"T20070010779","43567","6769"
"T20070010807","47111","9512"
"T20070010809","376","102938"
"T20070010872","36692","5964"
"T20070010881","29565","5348"
"T20070010900","37908","105057"
"T20070010904","49915","104128"
"T20070010948","29470","5433"
"T20070010998","37066","9378"
"T20070011013","50193","7805"
"T20070011124","38499","9385"
"T20070011138","55445","103783"
"T20070011169","262047","101006"
"T20070011245","40903","5407"
"T20070011253","296291","6626"
"T20070011288","29364","9206"
"T20070011305","42016","101835"
"T20070011338","212715","9011"
"T20070011372","46648","9335"
"T20070011398","56380","5377"
"T20070011426","40500","5518"
"T20070011454","54508","5608"
"T20070011459","33032","6505"
"T20070011495","30032","2287"
"T20070011586","35408","9510"
"T20070011602","793","1000"
"T20070011602","793","6086"
"T20070011651","50273","7873"
"T20070011721","37911","9160"
"T20070011846","44604","101827"
"T20070011914","876","6270"
"T20070011989","29396","9329"
"T20070012055","47542","9441"
"T20070012133","37235","9084"
"T20070012216","53316","1179"
"T20070012232","42815","6381"
"T20070012239","41745","5988"
"T20070012275","36946","102590"
"T20070012283","41910","5791"
"T20070012321","41841","5708"
"T20070012355","36782","6448"
"T20070012369","56125","4157"
"T20070012409","35662","8601"
"T20070012517","56426","6625"
"T20070012550","40500","5518"
"T20070012554","50311","7907"
"T20070012578","47390","101866"
"T20070012581","50311","7907"
"T20070012595","37235","9084"
"T20070012600","36969","5692"
"T20070012607","1323","8758"
"T20070012623","36746","1317"
"T20070012678","45189","8775"
"T20070012680","35620","6351"
"T20070012686","37235","9084"
"T20070012705","54212","5012"
"T20070012747","41965","5792"
"T20070012802","29920","7826"
"T20070012829","36610","106114"
"T20070012845","56115","101445"
"T20070012855","36291","9323"
"T20070012891","39562","5325"
"T20070012931","919","6636"
"T20070012959","119","9473"
"T20070012976","37261","9374"
"T20070013051","376","102938"
"T20070013084","47464","7676"
"T20070013094","39752","101848"
"T20070013119","43107","6412"
"T20070013149","44338","8661"
"T20070013219","56360","8659"
"T20070013304","44465","7774"
"T20070013399","38688","9300"
"T20070013401","37753","8679"
"T20070013495","41876","5838"
"T20070013523","29386","9210"
"T20070013575","52933","2330"
"T20070013631","36321","6197"
"T20070013635","41812","5690"
"T20070013641","53325","1202"
"T20070013667","46665","8931"
